#;name;country;state;massif;length_decimals;length;depth_decimals;depth;entrances;terrain_type;source;updated_year;updated_month
24;Marosakabe System;Madagascar;Mahajaanga;Soalala;113019,00;113019;50,00;50;0;Limestone;http://grenoble.sibert.fr/album/crei/marosakabe_2018_extrait.pdf;2022;12
23;Toca da Boa Vista;Brazil;Bahia;Campo Formoso;114000,00;114000;50,00;50;0;Limestone;As Maiores Cavernas Do Basil;2020;1
231;Cave Creek Cave System;USA;Kentucky;Pulaski;24156,25;24156;51,82;51;0;Limestone;COG Squeaks;2016;5
352;Blowhole (Nichole's) Cave;USA;Tennessee;Cannon;17233,90;17233;52,43;52;0;Limestone;Derek Wolfe e-mail;2020;2
246;Big Horn - Horsethief Cave System;USA;Wyoming / Montana;Bighorn;23520,56;23520;52,12;52;0;Limestone;Even Gehring e-mail;2015;2
550;Lineater (Stevenson Spring);USA;Florida;Hamilton;11851,00;11851;53,30;53;0;Underwater;Andy Pitkin FB;2022;1
552;Grayson Gunnar Cave;USA;Kentucky;Wayne;11785,23;11785;54,86;54;0;Limestone;Harry Goepel FB;2022;9
30;Zolushka;Ukraine / Moldova;Briceni/Cernivci;Nowoselyzja;92080,00;92080;54,00;54;0;Gypsum;Igor Teleshman e-mail;;
84;Crevice Cave;USA;Missouri;Perry;50174,00;50174;55,50;55;0;Limestone;Chad McCain e-mail;2024;1
350;Kona Mala Cave;USA;Hawaii;Hawaii;17341,00;17341;56,50;56;0;Lava;ˇTomislav Gracanin files;2014;1
261;Bone - Norman Cave System;USA;West Virginia;Greenbrier;22720,72;22720;56,69;56;0;Limestone;Bill Douty e-mail;1997;12
197;Big Bat Cave;USA;Kentucky;Breckenridge;27278,05;27278;56,63;56;0;Limestone;Joe Walko email;2024;1
20;Helms Deep;USA;Tennessee;Perry;118399,40;118399;56,70;56;0;Limestone;Hal Love email;2025;4
2;Sistema Ox Bel Ha;Mexico;Quintana Roo;Tulum;496804,00;496804;57,30;57;0;Underwater;CINDAQ annual project report;2024;2
633;Doolin Cave;United Kingdom;-;Co. Clare;10500,00;10500;60,00;60;0;Limestone;www.ukcaves.co.uk/all-longest;2021;5
634;Mossdale Caverns;United Kingdom;-;Northern Dales;10500,00;10500;60,00;60;0;Limestone;www.ukcaves.co.uk/all-longest;2021;5
568;Marble Arch - Upper Cradle - Lower Cradle - Prod's Pot - Cascades Rising;United Kingdom;-;Co.Fermanagh;11500,00;11500;60,00;60;0;Limestone;www.ukcaves.co.uk/all-longest;2021;5
542;Grotte de Fontrabiouse;France;Occitanie;-;12000,00;12000;60,00;60;0;Gypsum;Liste des cavites naturelles les plus longues de France;2022;6
465;Hudgill Burn Mine Caverns (part mine);United Kingdom;-;Northern Dales;13244,00;13244;60,00;60;0;Limestone;www.ukcaves.co.uk/all-longest;2021;5
420;Diros Cave;Greece;Peloponnese;Laconia;14700,00;14700;60,00;60;0;Limestone;Panagiotis Papadakos email;2024;10
183;Windy Mouth (Wind) Cave;USA;West Virginia;Greenbrier;29145,22;29145;60,96;60;0;Limestone;Nick Sockiy FB;2021;12
103;Cumberland Caverns (Saltpeter);USA;Tennessee;Warren;44443,64;44443;60,96;60;0;Limestone;Charles Cole;1992;3
565;Farmers System - 1;USA;Kentucky;Pulaski;11553,48;11553;61,57;61;0;Limestone;Darrell Adkins e-mail;2016;1
146;Toca da Barriguda;Brazil;Bahia;-;35000,00;35000;61,00;61;0;Limestone;As Maiores Cavernas Do Basil;2020;1
535;Helictite Cave;USA;Virginia;Highland;12002,00;12002;62,67;62;0;Limestone;Nathan Farrar e-mail;2018;1
653;Sistema la Vieya - Los Quesos;Spain;Asturias;Picos de Europa;10300,00;10300;63,00;63;0;Limestone;Jose Luis Membrado e-mail;2021;5
562;Peacock Cave I-II System;USA;Florida;Suwanee;11587,28;11587;64,01;64;0;Underwater;Richard Blackburn e-mail;2016;6
498;Unthanks Cave;USA;Virginia;Lee;12713,82;12713;64,31;64;0;Limestone;2009 NSS/ICS Kerrville Texas;2016;7
423;Rice Cave (Saltpeter);USA;Tennessee;Van Buren;14645,00;14645;64,01;64;0;Limestone;Tenn.Cave Survey;2021;10
382;Vinegar Ridge (Buckingham Palace) Cave;USA;Kentucky;Hart;16093,00;16093;64,31;64;0;Limestone;Ronnie Harrison e-mail;2019;3
127;Blackfathom River Cave System;USA;Missouri;Ste.Genevieve;37712,60;37712;65,00;65;0;Limestone;Chad McCain e-mail;2024;1
475;Wolf River (Jaguar) Cave (Saltpeter);USA;Tennessee;Fentress;13042,12;13042;67,36;67;0;Limestone;Kristen Bobo e-mail;2016;10
239;Torca de la Vaca - Wild Mare;Spain;Cantabria;Entrambasaguas;23914,00;23914;67,00;67;0;Limestone;Juan Corrin e-mail;2021;1
469;Bowman's Pit - Skert Well;USA;Kentucky;Wayne;13196,62;13196;68,88;68;0;Limestone;Lee Florea e-mail;2019;7
433;Sistema Murena - Aak Kimin;Mexico;Quintana Roo;Tulum;14268,60;14268;68,60;68;0;Underwater;QRSS Long Caves List;2019;7
398;Big Bone Cave (Saltpeter);USA;Tennessee;Van Buren;15493,15;15493;68,88;68;0;Limestone;John Smyre;1984;6
163;Carroll Cave;USA;Missouri;Camden;32686,00;32686;68,28;68;0;Limestone;Bob Lerch e-mail;2019;3
130;The Hole (Boggs Cave);USA;West Virginia;Greenbrier;37019,74;37019;68,58;68;0;Limestone;Bill Balfour;1991;9
120;Xanadu Cave System;USA;Tennessee;Fentress;38724,04;38724;69,19;69;0;Limestone;Tenn.Cave Survey;2015;2
329;Duhlata (D(a)(ou)hklata);Bulgaria;Pernik;Vitoshaq;18200,00;18200;70,00;70;0;Limestone;Caves of Bulgaria;2016;7
642;Maaras;Greece;Macedonia;Drama;10441,00;10441;71,00;71;0;Limestone;Panagiotis Papadakos email;2024;10
530;Long Hollow (Dyke's/Mud-&-Slime) Cave System;USA;Kentucky;Pulaski;12065,25;12065;71,63;71;0;Limestone;Mark Turner e-mail;1998;11
428;Pozo Azul;Spain;Burgos;Covanera;14415,00;14415;71,00;71;0;Underwater;Jose Luis Membrado e-mail;2021;3
281;Tham Pha Soung System (Tham Hay);Laos;Khammouane;Ban Phondou;21012,00;21012;71,00;71;0;Limestone;Liviu Valenas e-mail;2009;7
599;Tham Luang Nang Non;Thailand;Chiang Rai;Mae Sai;10982,00;10982;73,00;73;0;Limestone;Martin Ellis e-mail;2023;3
455;Acme Quarry Cave System;USA;West Virginia;Greenbrier;13600,57;13600;73,46;73;0;Limestone;Ron Fulcher e-mail;2016;7
370;Sistema Roraima Sur (Ojos Cristal Cave System);Venezuela;Bolivar;Roraima Tepui;16400,00;16400;73,00;73;0;Sandstone;2009 NSS/ICS Kerrville Texas;;
114;Sloans Valley Cave System;USA;Kentucky;Pulaski;39654,24;39654;73,15;73;0;Limestone;The International Caver N19P23;1997;5
200;Reseau de Lachambre - Estacio Vella;France;Pyrenees-Orientales;Conflent;26815,00;26815;74,00;74;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
145;Reseau Andre Lachambre (grotte d'Embulla);France;Pyrenees-Orientales;Conflent;35000,00;35000;74,00;74;0;Limestone;D'apres Christophe Levillain;2017;6
596;Chinn Springs Cave;USA;Arkansas;Indpendence;10991,82;10991;76,81;76;0;Limestone;Jeff Bartlett e-mail;2016;3
419;Ludingtons Cave;USA;West Virginia;Greenbrier;14709,40;14709;76,20;76;0;Limestone;Joseph Caldwell l;2016;1
240;Benedicts (Persinger) Cave;USA;West Virginia;Greenbrier;23898,76;23898;77,42;77;0;Limestone;WVASS Database;2016;6
432;Falls Cave;USA;Arizona;Coconino;14271,00;14271;78,70;78;0;Limestone;Paul Burger;2023;2
422;Wyandotte Cave;USA;Indiana;Crawford;14645,03;14645;78,03;78;0;Limestone;Long cave list for Indiana, Indiana Cave Survey;2017;3
204;Reseau de Fuilla - Canalettes;France;Pyrenees-Orientales;Conflent;26500,00;26500;79,00;79;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
371;Sustav Dulin ponor - Medvedica;Croatia;Hrvatska;Ogulin;16396,00;16396;83,00;83;0;Limestone;http://public.srce.hr/speleo/karta.html;2017;6
648;Hick's Cave;USA;New Mexico;Eddy;10364,18;10364;84,43;84;0;Limestone;Ellen Trautner e-mail;2022;7
438;Apocalypse Pothole;South Africa;Western Transvaal;Carletonville;14000,00;14000;85,00;85;0;Limestone;Eric Madelanine list;2006;7
301;Dry Cave;USA;New Mexico;Eddy;19669,40;19669;85,04;85;0;Limestone;Stan Allison via Pete;2016;3
224;Mountain Eye Cave System (Saltpeter);USA;Tennessee;Fentress;25084,84;25084;85,34;85;0;Limestone;Tenn. Cave Survey;1987;3
655;Abime de Bramabiau;France;Occitanie;-;10240,00;10240;87,00;87;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
573;McFail's Cave;USA;New York;Schoharie;11411,86;11411;89,92;89;0;Limestone;Simeon Warner e-mail;2016;8
426;Systeme de Sauvas-Cocaliere;France;Ardeche;Bas-Vivarais;14500,00;14500;89,00;89;0;Limestone;Jean-Yves Bigot;2016;1
639;Sistema El Puente;Mexico;Quintana Roo;Tulum;10473,80;10473;90,20;90;0;Underwater;QRSS Long Caves List;2019;7
471;Cuyler Cave;USA;Tennessee;Sevier;13132,25;13132;91,44;91;0;Limestone;Steve Pierce;1986;7
383;Perkins Cave;USA;Virginia;Washington;16088,61;16088;91,44;91;0;Limestone;Virginia Speleological Survey;2016;6
479;Herbstlabyrinth-Adventhîhle-system;Germany;Hesse;-;13010,00;13010;92,00;92;0;Limestone;Andreas Wolf List of Longest Caves in Germany;;
54;Blue Spring Cave;USA;Tennessee;White;67246,40;67246;93,57;93;0;Limestone;Mike Rodgers email;2025;4
189;Fitton (Beauty) Cave;USA;Arkansas;Newton;28163,52;28163;95,40;95;0;Limestone;Scott House e-mail;2004;2
55;Whigpistle System;USA;Kentucky;Edmonson;67206,20;67206;95,71;95;0;Limestone;Joel Despain e-mail;2024;7
551;Sistema del Risco;Spain;Cantabria;Matienzo;11840,00;11840;96,00;96;0;Limestone;Juan Corrin e-mail;2023;1
512;Stompbottom Cave;USA;Virginia;Tazewell;12440,23;12440;97,23;97;0;Limestone;VSS Long Cave List;2015;2
646;Leang Assuloang;Indonesia;Sulawesi Selatan;Maros;10400,00;10400;98,00;98;0;Limestone;Atlas of the Great Caves and Karst of Southeast Asia P58;2017;6
539;Tham Lo;Laos;Khammouane;Thakhek;12000,00;12000;100,00;100;0;Limestone;Atlas of the Great Caves and Karst of Southeast Asia P113;2017;6
437;Slaughter Stream Cave;United Kingdom;South Wales;Forest of Dean;14000,00;14000;100,00;100;0;Limestone;Eric Madelanine list;2006;7
168;Puerto Princesa Subterranean River (St.Pauls Underground River Cave);Philippines;Palawan Island;Palawan;32000,00;32000;100,00;100;0;Limestone;Wikipedia;;
156;Culverson Creek Cave System;USA;West Virginia;Greenbrier;33680,35;33680;100,28;100;0;Limestone;WVASS Database;2016;6
351;Portal-BoarHole System (Boartal);USA;West Virginia;Greenbrier;17252,17;17252;101,50;101;0;Limestone;WVACS;2022;1
369;Reseau de la Couze (Correze);France;Correze;Causse de Martel;16426,00;16426;103,00;103;0;Limestone;Thierry Apriland via Yvonne e-mail;2016;1
267;Pleasant Ridge Cave;USA;Tennessee;Cannon;22551,74;22551;103,63;103;0;Limestone;Hal Love email;2016;12
133;Coral Cave System;USA;Kentucky;Pulaski;36306,80;36306;103,63;103;0;Limestone;Lee Florea e-mail;2015;2
615;Trou du Vent;France;Nouvelle-Aquitaine;-;10800,00;10800;104,00;104;0;Gypsum;Liste des cavites naturelles les plus longues de France;2022;6
514;PÖl-Vîlgy;Hungary;-;-;12400,00;12400;104,00;104;0;Limestone;Eric Madelanine list;2006;7
628;Paul Penley Cave;USA;Virginia;Bland;10621,67;10621;105,46;105;0;Limestone;Virginia Speleological Survey;2016;5
583;Gouffre de Pourpevelle;France;Bourgogne-Franche-Com;-;11169,00;11169;106,00;106;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
268;Jenolan System;Australia;NSW;-;22503,00;22503;106,00;106;0;Limestone;Mark Sefton e-mail;2016;7
46;Wakulla Cave System;USA;Florida;Leon/Wakulla;72171,00;72171;106,68;106;0;Underwater;Casey McKinlay e-mail;2023;4
237;Clearwell Caves (Part Mine);United Kingdom;England;Gloucestershire;24000,00;24000;107,00;107;0;Limestone;www.ukcaves.co.uk/all-longest;2017;6
345;Lazareva Cave;Serbia;Central Serbia;Bor;17501,00;17501;108,00;108;0;Limestone;Robert Misic;2024;9
641;New River Cave;USA;Virginia;Giles;10441,96;10441;109,42;109;0;Limestone;Dave West email;2024;7
629;Tham Yai Nam Nao;Thailand;Phetchabun;Nam Nao;10597,00;10597;109,00;109;0;Limestone;Atlas of the Great Caves and Karst of Southeast Asia P259;2017;6
645;Spipola-Aquafredda;Italy;-;-;10400,00;10400;110,00;110;0;Gypsum;Alexander Klimchouk Longest Gypsum caves of the world;2016;6
624;Grotte de Han-sur-Lesse;Belgium;Namur;-;10693,00;10693;110,00;110;0;Limestone;pha@ceram.ciger.be;2017;6
341;Charles Brewer Cave System (Quartzite);Venezuela;Bolivar;Churi Tepui;17800,00;17800;110,00;110;0;Sandstone;Venezuelan tepuis-their caves and biota;2018;2
500;Grassy Cove Saltpetre Cave (Saltpeter);USA;Tennessee;Cumberland;12702,55;12702;111,86;111;0;Limestone;Deep Caves of TAG, John Stembel;2016;10
10;Fisher Ridge Cave System;USA;Kentucky;Hart;215908,80;215908;111,70;111;0;Limestone;Chip Hopper e-mail;2024;5
508;Camps Gulf Cave (Saltpeter);USA;Tennessee;Van Buren;12564,15;12564;112,17;112;0;Limestone;Deep Caves of TAG, John Stembel;2016;10
292;Baradla-Barlang;Hungary;Borsod-Aba£j-ZemplÇn;"Aggtelek Karst;";20500,00;20500;112,00;112;0;Limestone;www.ariadneegyesulet.hu;2017;6
175;Nunley Mtn.Cave System (Maria Angela Grotto);USA;Tennessee;Grundy;30577,50;30577;113,40;113;0;Limestone;Julianne Ramsey email;2025;1
555;Lungib Can-Yawa;Philippines;Samar Island;Calbiga;11700,00;11700;114,00;114;0;Limestone;Atlas of the Great Caves and Karst of Southeast Asia P211;2022;8
427;Skydusky Hollow Cave System (Newberry - Bane - Buddy Penley Cave);USA;Virginia;Bland;14484,10;14484;115,82;115;0;Limestone;Ed Devine;2021;11
402;Leandras Cave;USA;Arizona;Coconino;15364,41;15364;115,21;115;0;Limestone;map at park Headquarters via Greg e-mail;2016;6
234;Postojnska jama;Slovenia;Notranjska;Postojnski kras;24120,00;24120;115,00;115;0;Limestone;http://www.postojnska-jama.eu/en/news/2015/postojna-cave-extended-by-3-5-kilometres/;2022;6
502;Legarices System (Argirocastro-Permet);Albania;Argirocastro;Permet;12700,00;12700;116,00;116;0;Limestone;Benassi A. (2024): Lengarices 2023. Inseguendo il soffio del Drago (Albania), Speleologia SSI, n¯89, pp.4-6;2024;10
303;Stagebarn Crystal Cave;USA;South Dakota;Meade;19553,50;19553;116,92;116;0;Limestone;Derek Wolfe e-mail;2023;11
209;Baradla barlang-Domica jaskyna ??;Slovakia / Hungary;Slovak / Aggtelek Karst;Kecovo - Josvafo;26065,00;26065;116,00;116;0;Limestone;P.Bella - P.Gruber e-mail;1988;10
176;Baradla-Domica;Hungary;;ˇAggtelek Karst;30466,00;30466;116,00;116;0;Limestone;Peter Gruber e-mail;2017;6
82;Benarat Caverns System (lubang Benerat);Malaysia;Sarawak;Mulu;50669,00;50669;116,00;116;0;Limestone;Mulu Caves Project;2019;8
647;Complejo Urallaga;Spain;Bizkaia;Montes de Triano;10395,00;10395;118,00;118;0;Limestone;Jose Luis Membrado e-mail;2021;5
4;Sistema Sac Actun (Nohoch Nah Chich, Aktun Hu) (Underwater+Dry);Mexico;Quintana Roo;Tulum;376700,00;376700;119,18;119;0;Underwater;QRSS Long Caves List;;
328;Luweng Jaran System;Indonesia;Java Timur;Pacitan;18200,00;18200;120,00;120;0;Limestone;Caves of Malaysia;2017;6
315;Hang khe Rhy;Vietnam;Quang Binh;Phong Nha-Ke Bang;18920,00;18920;120,00;120;0;Limestone;Peter MacNab e-mail;2008;7
285;Perte de Massar;France;Aveyron;Causse de Limogne;21000,00;21000;120,00;120;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
609;Grotta Beppe Bessone;Italy;Piemonte;Monte Zucco;10839,00;10839;123,00;123;0;Limestone;https://catastogrotte-piemonte.net/caves-view-2383.html;2022;12
318;Russell Cave (N.M.) (169);USA;Alabama;Jackson;18675,71;18675;123,70;123;0;Limestone;Jason Richards;2017;11
178;Szepvolgyi System (Pal-volgy Cave);Hungary;Budapest;-;30100,00;30100;123,00;123;0;Limestone;International Journal of Speleology 44(2);2016;5
607;Breathing Cave;USA;Virginia;Bath;10847,00;10847;124,00;124;0;Limestone;Gangsta Mappers;2018;1
602;Weeki Wachee Spring;USA;Florida;Hernando;10930,00;10930;124,05;124;0;Underwater;Andrew Pitkin e-mail;2019;10
1;Mammoth Cave System (N.P.);USA;Kentucky;Ed./Hart/Bar.;685581,00;685581;124,10;124;0;Limestone;Facebook;2022;12
325;Igues de Goudou - Lacarriere;France;Lot;Causse de Gramat;18285,00;18285;126,00;126;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
228;Pestera Topolnita (Sistemul Topolnita-Epuran);Romania;Mehedinti;Podisul Mehedinti;25000,00;25000;127,00;127;0;Limestone;Romania-Natural;2020;4
574;Cyclops Cave;USA;Virginia;Russell;11394,16;11394;129,24;129;0;Limestone;J.Christie e-mail;2016;6
338;Stefanova;Slovakia;Nizke Tatry;Demanovske vrchy;17981,00;17981;129,00;129;0;Limestone;Pavel Herich e-mail;2016;7
416;Kimble Pit;USA;West Virginia;Pendleton;14838,15;14838;130,14;130;0;Limestone;Corey Hackley e-mail;2021;11
381;Kimble Pit Cave;USA;West Virginia;Pendelton;16141,70;16141;130,50;130;0;Limestone;GVKS(Germany Valley Karst Survey), WVASS;2024;12
316;Cathedral-Falmouth System;USA;Florida;Suwannee;18893,70;18893;130,80;130;0;Underwater;Andrew Pitkin e-mail;2022;1
125;Cueva de los Chorros;Spain;Albacete;Riopar;38000,00;38000;130,00;130;0;Limestone;Jose Luis Membrado eamil;2024;10
449;Tham Phra Wang Daeng;Thailand;Phitsanulok;Noen Maprang;13789,00;13789;131,00;131;0;Limestone;Martin Ellis e-mail;2023;3
457;Sistema del Alto Bueras;Spain;Cantabria;Bueras Voto;13515,00;13515;132,00;132;0;Limestone;Pedro Antonio Diaz Hoz e-mail;2022;1
616;Mullamullang Cave (Chalk);Australia;Western Australia;Nullarbur Plain;10800,00;10800;134,00;134;0;Chalk;Atlas Great Caves of the World;2017;6
662;Mearat Malcham;Israel;Mt. Sedom;;10200,00;10200;135,00;135;0;Salt;Yual Sobolyev FB;2019;7
632;Grotte de Milandre;Switzerland;Bencourt;JU;10520,00;10520;135,00;135;0;Limestone;List of Swiss Long k& Deep Caves;2022;3
567;Grotte du TM 71;France;Occitanie;-;11508,00;11508;137,00;137;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
291;Selminum Tem;Papua New Guinea;Western Prov.;Hindenburg Rng;20500,00;20500;137,00;137;0;Limestone;B.C.R.A. Bulletin;;
249;Systeme de Foussoubie;France;Ardeche;Bas-Vivarais;23266,00;23266;138,00;138;0;Limestone;Xavier Robert e-mail;2019;4
389;Poulnagollum - Poulelva;Ireland;South Wales;Co. Clare;16000,00;16000;140,00;140;0;Limestone;www.ukcaves.co.uk/all-longest;;
363;Complejo Gesarribe;Spain;Guipuzkoa;O§ati;16891,00;16891;140,00;140;0;Limestone;Jose Luis Membrado e-mail;2025;3
331;Gouffre des Vitarelles;France;Occitanie/Lot/Gramat;Gramat;18156,00;18156;141,00;141;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
310;Borne aux Cassots;France;Jura;Nevy-sur-Seile;19072,00;19072;144,00;144;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
214;Rumbling Falls Cave.;USA;Tennessee;Van Buren;25895,95;25895;144,48;144;0;Limestone;Marion O.Smith per TCS;2015;2
257;Sistema de Cubija (North Vega System);Spain;Cantabria;Matienzo;22949,00;22949;147,00;147;0;Limestone;Juan Corrin e-mail;2023;1
61;Organ Cave System;USA;West Virginia;Greenbrier;61882,50;61882;148,13;148;0;Limestone;WVASS Database;2016;5
566;Sistema Corona;Mexico;Tamaulipas;Villa Hidalgo;11529,00;11529;149,00;149;0;Limestone;Peter Sprouse email;2023;1
167;Gap Cave System (Cudjo's) (C.G.N.H.P.);USA;Virginia;Lee;32000,00;32000;149,66;149;0;Limestone;Bob Gulden (CRF);2019;4
515;Grotte du Banquier;France;Occitanie;-;12400,00;12400;150,00;150;0;Gypsum;Liste des cavites naturelles les plus longues de France;2022;6
497;Tham Mae Lana;Thailand;Mae Hong Son;Pang Ma Pha;12720,00;12720;150,00;150;0;Limestone;Caves of Malaysia;2015;2
387;Dan yr Ogof;United Kingdom;Wales;Powys;16000,00;16000;150,00;150;0;Limestone;www.ukcaves.co.uk/all-longest;2016;1
123;Jiangzhou Dongxuexitong;China;Guangxi;Fengshan;38500,00;38500;150,00;150;0;Limestone;www.hongmeigui.net/deepandlong.php;2017;4
48;Ogof Draenen;United Kingdom;Wales;Monmouthshire;70000,00;70000;151,00;151;0;Limestone;www.ukcaves.co.uk/all-longest;2016;1
137;Lilburn Cave (N.P.);USA;California;Tulare;35679,00;35679;154,84;154;0;Limestone;Jed Mosenfelder e-mail;2019;1
401;Cueva de la Cullalvera;Spain;Cantabria;Ramales de la Victoria;15433,00;15433;160,00;160;0;Limestone;Jose Luis Membrado e-mail;2023;7
162;Ogof Agen Allwedd;United Kingdom;Wales;Powys, Monmouthshire;32800,00;32800;160,00;160;0;Limestone;-;;
118;Chiquibul Cave System (Cebaba & Actun Tunkul);Belize;Mt Junea West;Chiquibul;39000,00;39000;160,00;160;0;Limestone;Tom Miller e-mail;2016;1
664;Grotte Roche Chalve - Trou du Coeur;France;Occitanie;-;10160,00;10160;162,00;162;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
222;Fern Cave (597);USA;Alabama;Jackson;25154,05;25154;163,37;163;0;Limestone;Fern Cave Project;2017;6
198;Kingsdale Master Cave System;United Kingdom;England;North Yorkshire;27000,00;27000;165,00;165;0;Limestone;www.ukcaves.co.uk/all-longest;;
33;Great Savannah Cave System;USA;West Virginia;Greenbrier;88530,10;88530;167,80;167;0;Limestone;Nick Socky email;2024;10
